id,Mold_date,Mold Week,Wafer_and_run,Generation,ChipProgresss,ChipFate,FailedAt,QCState,ChipPolarity,WaferID,WaferPrep,WaferNotes,MoldingTech,MoldMaterial,MoldCrosslinker,MoldRatio,BaseGrams,CrosslinkGrams,TotalMaterialGrams,AmountPoured,VacuumHours,VacTimeIn,VacTimeOut,MixAndVacTime,BakeTempC,BakeHours,BakeNotes,MoldHardwareDescription,MoldNotes,VacInMold?,MoldHandsOnHours,DiskWeight,ThicknessRangeMM,TopLeftThicknessMM,TopRightThicknessMM,BottomLeftThicknessMM,BottomRightThicknessMM,ThicknessNotes,CuttingNotes,CuttingHandsOnTimeHours,ReadyForPunching?,PunchDate,PunchTech,PunchDiameterMM,PunchNotes,FirstPunchTimeMinutes,SecondPunchTimeMinutes,ReadyForCleaning?,CleanDate,CleanTech,CleanMethod,CleanNotes,CleanHandsOnTimeMinutes,WSIScan,WSIDate,WSITech,VisualNotesAfterCleaning,HandsOnTimeScanningMinutes,DestinationCode,UsedCode,StudyID,StudyDate,StudyHypothesis,StudyResults,FluorTestDate,FluorTestHypothesis,FluorTestResults,DBiTDate,DBiTTissue,DBiTResults,ReportingMoldDate,ReportingPunchDate,ReportingCleanDate,ReportingMoldWeek,ReportingPunchWeek,ReportingCleanWeek,ReportingShippedTo,
1,7/31/2020,3,25um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,25um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,1,,,,77,6,,"6mm acrylic bottom, 3 mm spacer with window, no roof",Inner strip bending,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,7/31/2020,0,0,3,,,,
1,7/31/2020,3,25um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,1,,,,77,6,,"6mm acrylic bottom, 3 mm spacer with window, no roof",Inner strip bending,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,7/31/2020,0,0,3,,,,
0,8/5/2020,4,10um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,10um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,25.3,,1,,,,80,12,Overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof",Still some leakage,Yes,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/5/2020,0,0,4,,,,
0,8/5/2020,4,10um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,10um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,25.3,,1,,,,80,12,Overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof",Still some leakage,Yes,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/5/2020,0,0,4,,,,
0,8/5/2020,4,25um-1-A,Gen1,Ready for cleaning, ,Pass,Ready for cleaning,A,25um-1,Forced air,SU-8 failure on channel 30,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,25.3,,1,,,,80,12,Overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof",Still some leakage,Yes,,,,,,,,,,,1,8/20/2020,JG,1.75,100/100 good,,,1,,,,,,,,,,,0,0,,,,,,,,,,,8/5/2020,8/20/2020,0,4,6,,,
0,8/5/2020,4,25um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,25.3,,1,,,,80,12,Overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof",Still some leakage,Yes,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/5/2020,0,0,4,,,,
1,8/6/2020,4,10um-1-A,Gen1,Used,1,Pass,Used,A,10um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,27.5,,2,,,,80,2.5,... and overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof","Left ""seasoning"" to prevent leakage",Yes,,,,,,,,,,,1,8/20/2020,JG,1.75mm,Punches 100/100,,,1,,,,,,,,,"Some in-molded dust, one big fiber in an inlet well.",,1,1,,8/24/2020,49/50 flow,,,,,,,,8/6/2020,8/20/2020,0,4,6,,,
1,8/6/2020,4,10um-1-B,Gen1,Used,1,Pass,Used,B,10um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,27.5,,2,,,,80,2.5,... and overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof","Left ""seasoning"" to prevent leakage",Yes,,,,,,,,,,,1,8/20/2020,JG,1.75mm,Punches 100/100,,,1,,,,,,,,,Another fiber in an inlet well - looks removable,,1,1,,8/24/2020,49/50 flow,,,,,,,,8/6/2020,8/20/2020,0,4,6,,,
1,8/6/2020,4,25um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,25um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,27.5,,2,,,,80,2.5,... and overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof","Left ""seasoning"" to prevent leakage",Yes,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/6/2020,0,0,4,,,,
1,8/6/2020,4,25um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,27.5,,2,,,,80,2.5,... and overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof","Left ""seasoning"" to prevent leakage",Yes,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/6/2020,0,0,4,,,,
0,8/7/2020,4,10um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,10um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,1,,,,80,12,Overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof",,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/7/2020,0,0,4,,,,
0,8/7/2020,4,10um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,10um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,1,,,,80,12,Overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof",,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,Yes,,0,0,,,,,,,,,,,8/7/2020,0,0,4,,,,
0,8/7/2020,4,25um-1-A,Gen1,Used,1,Pass,Used,A,25um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,1,,,,80,12,Overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof",,Yes,,,,,,,,,,,1,8/19/2020,JG,1.75mm,100/100 success,,,1,,,,,,Yes,,,Some fuzz,,1,1,,,,,,,,8/20/2020,E13 FF Mouse embryo (from YX),,8/7/2020,8/19/2020,0,4,6,,,
0,8/7/2020,4,25um-1-B,Gen1,Used,1,Pass,Used,B,25um-1,Forced air,,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,1,,,,80,12,Overnight,"6mm acrylic bottom, 3 mm spacer with window, no roof",,Yes,,,,,,,,,,,1,8/19/2020,JG,1.75mm,100/100 success,,,1,,,,,,Yes,,,Some fuzz,,1,1,,,,,,,,8/20/2020,E13 FF Mouse embryo (from YX),,8/7/2020,8/19/2020,0,4,6,,,
1,8/8/2020,5,10um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,10um-1,Forced air,Still clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,3,,,,RT,14,,"6mm acrylic bottom, 3 mm spacer with window, no roof",,Yes,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/8/2020,0,0,5,,,,
1,8/8/2020,5,10um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,10um-1,Forced air,Still clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,3,,,,RT,14,,"6mm acrylic bottom, 3 mm spacer with window, no roof",,Yes,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/8/2020,0,0,5,,,,
1,8/8/2020,5,25um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,25um-1,Forced air,Very dirty - PDMS remnants,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,3,,,,RT,14,Maybe undercured-cause of debris??,"6mm acrylic bottom, 3 mm spacer with window, no roof",Leakage.,Yes,,,,,,,,,,,-1,,,,,,,,,,,,,,,,Yes,,0,0,,,,,,,,,,,8/8/2020,0,0,5,,,,
1,8/8/2020,5,25um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-1,Forced air,Very dirty - PDMS remnants,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,3,,,,RT,14,Maybe undercured-cause of debris??,"6mm acrylic bottom, 3 mm spacer with window, no roof",Leakage.,Yes,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/8/2020,0,0,5,,,,
0,8/10/2020,5,10um-1-A,Gen1,Used,-1,Molding,Failed at Molding,A,10um-1,Forced air,Still clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,4,,,,80,18,Overnight,"6mm bottom, 6 mm round window",No,No,,,,,,,,,,,-1,,,,"Punching with tape on top makes smaller holes than does punching with no tape, or tape on bottom. Have 1 end with 50 good punches. But it's getting pretty dusty punching without tape on the flow side of the chip. Might try doing it from the opposite side with tape on (but parallax effect makes this chancy)",,,,,,,,,,,,Has blockage on some flow lanes - definite 2-3 channel leakage will occur,,0,1,,8/12/2020,Big bubble on outlet side might cause backflow issues - let's test!,"47/50 channels flowed through RoI. Of these a few were muddled, indicating some cross/back flow, not sure which. See evos scans.",,,,,,,8/10/2020,0,0,5,,,,
0,8/10/2020,5,10um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,10um-1,Forced air,Still clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,4,,,,80,18,Overnight,"6mm bottom, 6 mm round window",No,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/10/2020,0,0,5,,,,
0,8/10/2020,5,25um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,25um-1,Forced air,Very dirty - PDMS remnants,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,4,,,,80,18,Overnight,"6mm bottom, 6 mm round window","Just a cleaning run, not for a chip",No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/10/2020,0,0,5,,,,
0,8/10/2020,5,25um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-1,Forced air,Very dirty - PDMS remnants,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,29.7,,4,,,,80,18,Overnight,"6mm bottom, 6 mm round window","Just a cleaning run, not for a chip",No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/10/2020,0,0,5,,,,
1,8/12/2020,5,10um-1-A,Gen1,Used, ,Pass,Used,A,10um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,36.3,,3,,,,80,4.5,Very chonky! Look great.,"6mm bottom with round score, 6mm spacer with window, no roof",,No,,,,,,,,Looks good on scan.,,,1,8/14/2020,JG,1.75,,,,,,,,,,Yes,8/14/2020,,Channel 5 and 6 will cross each other - there is an in-molded hair that connects them near inlets/outlets. On the opposite side channel 9's punch exhibits tearing on the non-flow side - when I saw this happen I switched punches to a new one - perhaps the old one was getting a bit dull.,,0,1,,8/14/2020,Sketchy b/c of wet PDMS incident,About 50% channels observed to flow correctly. Remainer not sure if they didn't flow or had very disconnected flow - there are a lot of messy droplets in all the channels.,,,,,,,8/12/2020,8/14/2020,0,5,5,,,
1,8/12/2020,5,10um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,10um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,36.3,,3,,,,80,4.5,Very chonky! Look great.,"6mm bottom with round score, 6mm spacer with window, no roof",,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/12/2020,0,0,5,,,,
1,8/12/2020,5,25um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,25um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,36.3,,3,,,,80,4.5,Some uplifting in NW corner - chip ripped almost in half as I lifted it off wafer!,"6mm acrylic bottom, 3 mm spacer with window, no roof",,No,,,,,,,,,,,-1,,,,Will use as punch aligner.,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/12/2020,0,0,5,,,,
1,8/12/2020,5,25um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,36.3,,3,,,,80,4.5,Looks ok - will try to punch.,"6mm acrylic bottom, 3 mm spacer with window, no roof",,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/12/2020,0,0,5,,,,
0,8/13/2020,5,10um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,10um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,47.6,,2.25,,,,85,4.5,Looks and feels ok,"6mm bottom with round score, 6mm spacer with window, no roof",,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/13/2020,0,0,5,,,,
0,8/13/2020,5,10um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,10um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,47.6,,2.25,,,,85,4.5,Looks and feels ok,"6mm bottom with round score, 6mm spacer with window, no roof",,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/13/2020,0,0,5,,,,
0,8/13/2020,5,25um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,25um-1,Forced air,Clean - a few speckles,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,47.6,,2.25,,,,85,4.5,Looks and feels ok,"6mm bottom with round score, 6mm spacer with window, no roof",,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,Looks good pre punch on viz inspect,,0,0,,,,,,,,,,,8/13/2020,0,0,5,,,,
0,8/13/2020,5,25um-1-B,Gen1,Pre-punch,-1,Molding,Failed at Molding,B,25um-1,Forced air,Clean - a few speckles,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,47.6,,2.25,,,,85,4.5,Looks and feels ok,"6mm bottom with round score, 6mm spacer with window, no roof",,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/13/2020,0,0,5,,,,
0,8/13/2020,5,10um-1-C,Gen1,Pre-punch,-1,Molding,Failed at Molding,C,10um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,27.9,,1.75,,,,85,17,Quite firm,"6mm bottom with round score, 6mm spacer with window, no roof. Also put cardboard footers in between spacer and bottom, and flipped spacer upside down because it had curved so much!",Lots of leakage. Very thin (3-4 mm). Left some PDMS gasket on the spacer to try to alleviate for next pour. Amount of PDMS wasn't bad.,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/13/2020,0,0,5,,,,
0,8/13/2020,5,10um-1-D,Gen1,Pre-punch,-1,Molding,Failed at Molding,D,10um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,10.0,,,27.9,,1.75,,,,85,17,Quite firm,"6mm bottom with round score, 6mm spacer with window, no roof. Also put cardboard footers in between spacer and bottom, and flipped spacer upside down because it had curved so much!","Some leakage, but not as much as on the A chip. Left some PDMS gasket on the spacer to try to alleviate for next pour. Amount of PDMS wasn't bad.",No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/13/2020,0,0,5,,,,
1,8/14/2020,5,25um-1-A,Gen1,Used, ,Pass,Used,A,25um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.6,48.8,5.1,53.9,,2.1,,,,85,4,Great rectangular shape,"6mm bottom with round score, 6mm spacer with window, no roof. Also put cardboard footers in between spacer and bottom, and flipped spacer upside down because it had curved so much. Also left a ring of PDMS to act as a gasket on the underside of spacer.",No leakage - flat on top!,No,,,,,,,,,,,1,8/17/2020,JG,1.75,Looks 100/100 in Leica and EVOS scan,,,,,,,,,Yes,,,Looks good in Leica - schmutz does not appear to transfer to chip.,,0,1,,8/18/2020,"Should flow, but won't be able to tell until NGS",100% of channels flowed. 1 channel got cross-talk from a piece of dust.,,,,,,,8/14/2020,8/17/2020,0,5,6,,,
1,8/14/2020,5,25um-1-B,Gen1,Used, ,Pass,Used,B,25um-1,Forced air,"Clean, but some schmutz near RoI. Can see this defect in 8/13/2020 25um-1-b. Is this wafer done?",JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.6,48.8,5.1,53.9,,2.1,,,,85,4,Great rectangular shape,"6mm bottom with round score, 6mm spacer with window, no roof. Also put cardboard footers in between spacer and bottom, and flipped spacer upside down because it had curved so much. Also left a ring of PDMS to act as a gasket on the underside of spacer.",No leakage - flat on top!,No,,,,,,,,,,,1,8/17/2020,JG,1.75,Looks 100/100 in Leica and EVOS scan,,,,,,,,,Yes,,,Looks good in Leica,,0,1,,8/18/2020,"Should flow, but won't be able to tell until NGS",Lots of channels flowed - couldn't tell exactly b/c couldn't see green dye in camera.,,,,,,,8/14/2020,8/17/2020,0,5,6,,,
1,8/14/2020,5,10um-1-A,Gen1,Pre-punch,-1,Molding,Failed at Molding,A,10um-1,Forced air,Clean,JG,Sylgard 184,Sylgard 184 Silicone Elastomer Curing Agent,9.6,48.8,5.1,53.9,,2.1,,,,85,4,Sunken,"6mm bottom with round score, 6mm spacer with window, no roof. Also put cardboard footers in between spacer and bottom, and flipped spacer upside down because it had curved so much!",Leakage - cardboard spacers no good!,No,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,8/14/2020,0,0,5,,,,
